sentence	label
It 's very reasonable . 	0
[LOCATION] . 	0
[LOCATION] . 	0
Believe it . 	0
Roll two ! 	0
Yes . How much for the earrings 	0
We 've got a Detective [PERSON] Police says he needs to see you . 	0
[LOCATION] . 	0
We must position them to repel an invasion . 	0
Yeah . 	0
[LOCATION] : I 'm just looking at all these pictures And deciding which ones to hang up . 	0
We could go see [PERSON] of the Dolls . 	0
To the general . 	0
The penthouse . - Yes . 	0
I think I 'm queer for you . 	0
Here you take it . 	0
I 'm sorry to take so long . 	0
You know just take off . 	0
These are drawings . 	0
And he had a spaceship . 	0
My father hated liberals . 	0
It 's the public square . 	0
I 've got ta go . 	0
How did he die ? 	0
Not mentally . 	0
Why ? 	0
[LOCATION] . 	0
You got that ? 	0
You 're a railroad cop ? 	0
The [LOCATION] were lying . 	0
She knew I had to drive you here . 	0
That 's why you lived . 	0
You 've had your trial . 	0
The corruption of the media means that you have then undermined democracy . 	0
Thank you . 	0
Here are the newest contracts . Also [PERSON] called about the takeover so I sent her the latest specs and I told her to sit tight . 	0
From professional debunker 's to [ORGANIZATION] funded committees our trusted academics and scientists had been complicit in the secrecy . 	0
Little Ben . Can I talk to you for a second ? 	0
Better ? 	0
I 'm going to Broadway 96 you know it ? 	0
Yeah . 	0
Bring her . Please bring her . 	0
Thank you . 	0
What 's gone ? 	0
I did not select you he did . 	0
There ... 	0
And you must be Mr [PERSON] . 	0
I 've seen enough . 	0
You see ? 	0
OK ? 	0
They have every right to invade ours . 	0
Just watch me . 	0
See you soon . 	0
Should be . 	0
What ? 	0
Really ? 	0
Neither do I . 	0
Yeah . 	0
Not much difference . 	0
[LOCATION] . Um let 's just sleep a little bit more . 	0
You 've got a customer . 	0
3-3-0 sir . 	0
Yes . 	0
I did not lie . 	0
[LOCATION] . 	0
What are you doing ? 	0
His whole life is fishing 	0
[PERSON] [PERSON] our new editor of [LOCATION] books . 	0
Yeah something . 	0
He 's still doped up ? 	0
Why does she want this ? 	0
Because [PERSON] is just down the hall . 	0
No bad dreams . 	0
There and turn . 	0
We have visual contact with the burning tanker . Bearing 209 . 	0
[LOCATION] in position . 	0
Should I use the office line or the one in the coffee room . 	0
[PERSON] [ORGANIZATION] . [PERSON] . 	0
By the jail . 	0
What 's your response to that ? 	0
Here ... here ... and here . 	0
All right . 	0
All set . 	0
A lot . 	0
Did you book another flight after that ? 	0
Or it 's gon na burn him up . 	0
So he kisses your hand period . 	0
That 's Dr. Juliette Faxx . 	0
When you fall on your face you 're still moving forward . 	0
Yeah [PERSON] ? 	0
This ? 	0
I get all sorts . 	0
Is this the [ORGANIZATION] DA ReiIIy ? 	0
Welcome to [LOCATION] . 	0
I know . 	0
All right . Here we go . 	0
It 's rosewood . 	0
Yes . 	0
The last Contessa . 	0
It must be in your genes . 	0
There 's no corroborative evidence . 	0
[PERSON] worried about ? 	0
And another . 	0
What they 've done is they formed this alliance among themselves of the industry that makes money by building war machines . 	0
Of course . 	0
What ? 	0
Bring the arrow back here . 	0
We are directly under . 	0
I just got married . 	0
There is an [LOCATION] on board . 	0
[PERSON] [ORGANIZATION] . 	0
No not Hastings . 	0
A high-priority item ... Was the analysis of fingerprints found in Ms. Polhemus ' apartment . 	0
[LOCATION] and my brother ... 	0
I 'm spending more time with her now . And you know why ? 	0
There might be some insurance . 	0
I gave this document to the head of intelligence for the joint chiefs of staff 	0
There was a cousin called [PERSON] . 	0
Would you spend the rest of your life with me ? 	0
Not exactly funny it 's just that you 're so different from your son . 	0
[LOCATION] note the time . 	0
[LOCATION] . 	0
You 're the boss . 	0
There is no time to waste . 	0
Yes I know him . 	0
All in . 	0
[LOCATION] . 	0
As for the rest of what I have to say you will find it neatly typed at some length on this piece of paper . 	0
They decided to stay upstairs . 	0
And who are they ? 	0
You work for me . 	0
Posting a letter . 	0
But you have n't talked to him ever since ? 	0
Who is it ? 	0
Where did he go ? 	0
This is my new roommate [PERSON] . 	0
I do n't even look like a biker . 	0
They got to you did n't they ? 	0
No sir . 	0
[PERSON] what is that ? 	0
[PERSON] was there . 	0
Apparently it was a true combat . 	0
To work . 	0
It is already going to call the doctor . 	0
[LOCATION] works for me . 	0
Do we bring the bags ? 	0
This is [PERSON] of [ORGANIZATION] Office of the [ORGANIZATION] Attorney County of [LOCATION] . 	0
[LOCATION] footage on Alder . 	0
This is a restricted area . 	0
Did I hear [ORGANIZATION] ? 	0
Guess what his name is the captain ? 	0
I think that this is a cocoa we will send them to me for analysis . 	0
Why go to his palace ? 	0
What do you think ? 	0
Left to 180 . 	0
[LOCATION] if ever a characterization followed a straight line yours does . 	0
[LOCATION] ! 	0
I 'll go take a look around . 	0
I know [PERSON] . 	0
I do n't . 	0
I looked at him I looked down at the picture and I said 	0
What 's the idea ? 	0
How many deals do you think get cut in the men 's room ? 	0
[LOCATION] and [ORGANIZATION] we make him as king of the biggest chop-shop operation in the [LOCATION] . 	0
That 's the whole theory of [LOCATION] Day . 	0
[LOCATION] everything . 	0
But if I had to write down what no actress should ever make public I would copy [PERSON] 's testimony in her father 's defense . 	0
Why ? 	0
Off with the boy scouts ? 	0
All right somebody 's gon na have to pinch-hit for [PERSON] . 	0
Because he was able to find out about your tab . 	0
I understand that . 	0
Tell us in your own words tell us what happened . 	0
Leave the cars here . 	0
And so I concluded what we should be doing about it is not militarizing the relationship but sort of having a citizens diplomacy effort much like the physicians for social responsibility who were going to the [LOCATION] to create a dialog during the coldest days of the Cold War . 	0
You do not deny then that such a monster could exist . Is that correct ? 	0
Hsiao-tsing ! 	0
Yes . 	0
You can still back out of all this . 	0
And the star decides whether to make the meeting or abort . 	0
They were n't in the ship . 	0
She said I stabbed that son of a bitch plenty of times . 	0
Oh home team . 	0
I think I was a little in love with her . 	0
I have no idea . 	0
You see that drinking club ? 	0
Remember ? 	0
Everything 's fine . 	0
No . 	0
Oh I 'm ... 	0
[PERSON] Chairman I have been a member of this subcommittee for many years . 	0
I like ... the Court ? 	0
Are you scared ? 	0
Was it you ? 	0
I did it . 	0
They could be but they 're not . 	0
Do come in . 	0
You 're a highly-respected journalist . 	0
[PERSON] [PERSON] will throw out the first ball . 	0
The will disappears and she takes his secret to the gravestone . 	0
I work there . 	0
This is not a contested document . 	0
Where is it made ? 	0
I though it was brother . [PERSON] .... 	0
He went after him like ... 	0
River [PERSON] . The old sludge plant . 	0
The girl caught the next train . 	0
Oh yeah ? 	0
The fact that you and I are still breathing the free air of [LOCATION] is abundant testimony to their restraint and non hostility . 	0
[LOCATION] arduous combat duty . 	0
Where 's [PERSON] ? 	0
[LOCATION] ! 	0
It 's tied up at my dock . 	0
[LOCATION] listen to me . 	0
To steal it ? 	0
My friend [PERSON] ? Do you know what really happened ? 	0
What are you doing ? 	0
[LOCATION] name is inaccessible . 	0
Maybe . 	0
I got the contracts . 	0
Zip-a-dee-doo-dah or [PERSON] ? 	0
Where is [PERSON] ? 	0
One of them was [LOCATION] . 	0
This neighbourhood 's got tooth decay . 	0
Come on . 	0
I did . I do . 	0
How ? 	0
It was [PERSON] . Just making sure we 're okay . 	0
Yeah . 	0
The [ORGANIZATION] queen [PERSON] ? 	0
Hey it 's [PERSON] . 	0
I did n't tell him . 	0
You feel better ? 	0
[LOCATION] . 	0
[LOCATION] . 	0
That 's not so [PERSON] . 	0
Come on . 	0
He 's here . In the [FACILITY] . 	0
[LOCATION] up all lines ! 	0
What 'd I say ? 	0
Why did not [PERSON] come to ask me himself ? 	0
No more questions . 	0
It 's me [LOCATION] . 	0
Come on [PERSON] . 	0
[PERSON] ? - [ORGANIZATION] . 	0
If so we would like to be heard on that question . 	0
Majesty my opinion is ... - ... 	0
I saw you talking . 	0
A man 's got to do what he 's got to do . 	0
'Yes Your Majesty . 	0
I know a lot of nice girls . 	0
We 'll answer anything you want to know . 	0
Some of them are happy because they are beautiful and some of them have to be happy because they 're nothing but rich . 	0
Suppose I could prove it to you . Suppose I asked you for your help . Would you give it to me without telling anybody not saying anything to anyone ? 	0
What did you call me ? Captain ? 	0
[LOCATION] ! 	0
At 11 ... 	0
[LOCATION] . 	0
Was the captain scared ? 	0
How are you ? 	0
[PERSON] [ORGANIZATION] . 	0
l 'd really like a [LOCATION] . -l had a dream the other night . 	0
Comb compact ... 	0
Nice to meet you . - How do you do ? - [LOCATION] ma'am . 	0
Not me . Her . 	0
I have an appointment with my tailor . 	0
A rival corporation . 	0
[PERSON] what 's your status ? 	0
You 've promised to think about it . 	0
There 's a press reception inside . 	0
Where is [LOCATION] ? 	0
I got hung up having dinner . 	0
Yeah the trees outside are alive . 	0
Is this the admiral 's harem ? 	0
It 's a band . 	0
You should give that back . 	0
What 's this doin ' in your ear ? 	0
I like dirt and rocks ... and facts . 	0
Give me Auryn . 	0
[LOCATION] [ORGANIZATION] at the embassy . 	0
That 's [PERSON] . He 's part fish . 	0
To the dining car . 	0
What ? 	0
Who is it ? 	0
[LOCATION] ? 	0
[LOCATION] tape ? 	0
So to cut to the chase . [PERSON] 's Omniphone ad has gone viral . 	0
Yes [LOCATION] ? What is it ? 	0
This is where we get into the structure of secrecy . 	0
When that kid was in the ring you know what I was doin ' ? 	0
[LOCATION] . 	0
Yeah . 	0
I would n't know . 	0
And it is still extremely vulnerable . 	0
Get in . 	0
They 've all left their tire tracks on the desert roads . 	0
He did . 	0
All these cars are starting to look the same to me . 	0
What did he say ? 	0
Really . 	0
Let me see . 	0
A feeling very simple . 	0
[LOCATION] get in . 	0
[LOCATION] bons temps rouler . 	0
8:30 . 	0
Your car . 	0
It was the same night that the tanks entered [PERSON] . 	0
Watch yourself . [PERSON] stand by . We 're coming in on your port side . 	0
Of course not . 	0
[LOCATION] . This is [PERSON] here at the [ORGANIZATION] ... 	0
Yes . 	0
[LOCATION] someone ? - Like give you a name ? 	0
What stone ? 	0
Your Detective [PERSON] was in my office this morning . 	0
Where he is ? 	0
Let 's move it . We 've only got five minutes . 	0
A pulled out piece to a green armband of land . 	0
I guess it has something to do with the weather . 	0
One more thing . 	0
Sir are we just looking for subs or planes too ? 	0
This is a mistake . 	0
This does n't say you 're a real cop . I can read you know . 	0
I do not see why . 	0
He 's been kidnapped ? 	0
Yes he just threw a shoe . 	0
I guess I 'm the guest of honor so to speak . I 'll do the introductions . 	0
We shot with it . 	0
As it is he left it in my hands . 	0
I did some digging . She and [PERSON] ... both went to a church called the [ORGANIZATION] . - [PERSON] disappeared ... 	0
I do huh ? 	0
[PERSON] [ORGANIZATION] ? 	0
What happened to him ? 	0
Four dollars . 	0
[LOCATION] name is the [ORGANIZATION] Mother mother of darkness . 	0
That 's it . 	0
Can I just have a quick look round before I go ? 	0
[PERSON] [ORGANIZATION] ! 	0
What 's this ? 	0
When I was eight or nine 	0
a representative in [LOCATION] 's camp who can keep you informed about what 's happening . 	0
Say you had to walk it . 	0
You 're the other person . 	0
Well be released of these civilians anyway . 	0
[LOCATION] habérsenos had joined . 	0
Break out a spare shaft . 	0
What color of cup ? 	0
Thirteen weeks three days seven hours and twelve minutes . 	0
It took the last thing there are two days and it did not order to do more . 	0
[PERSON] [ORGANIZATION] . What she said ? 	0
Is n't that right [PERSON] ? 	0
Where did you get that ? 	0
Well there 's more than one way to skin a cat . 	0
To make $ 100 million into $ 110 million this is inevitable . 	0
Greg what ? 	0
[LOCATION] was a member . 	0
[LOCATION] . God I 've just had this long weird day so .... 	0
I know nothing of a wireless . 	0
Do a little [ORGANIZATION] for us . [PERSON] . 	0
Where 's [PERSON] ? 	0
[LOCATION] . 	0
You know kid I know how you feel about this fight that 's comin ' up . 	0
Get him in the corridor . 	0
So it 's fair to say [PERSON] ... That you are the police officer least likely to suspect him of murder . 	0
[LOCATION] sir . 	0
Just wait till he 's looking down your throat that 's all . 	0
[PERSON] [PERSON] and myself . 	0
[LOCATION] . 	0
What did you do with the head ? 	0
Say obviously gettin ' found out . 	0
[LOCATION] shot but you got two more . 	0
Hastings who was in the bank from behind of the car with him ? 	0
OK Decker what have you got ? 	0
What 's he doing ? 	0
I am [PERSON] . 	0
[LOCATION] professor ! 	0
This way . 	0
Only to help improve our knowledge of the enemy . 	0
Would you like me to go back and get [PERSON] out ? 	0
[LOCATION] : 116 . 	0
How do you do it ? 	0
We need to get to them before they 're gone . 	0
That 's all . 	0
Now get . It 's all right [PERSON] . 	0
Why do n't you just give up on that dissertation ? 	0
[LOCATION] : 084 . 	0
OK [PERSON] . 	0
[LOCATION] host ... 	0
What time does Nat get home ? Nat ? 	0
[LOCATION] ! [PERSON] ! 	0
I am instructing you as a matter of law that you are entitled to consider ... The prosecution 's failure to make the glass available to the defense . 	0
A priest ! 	0
It was the third link from the top . 	0
[LOCATION] those bulbs back here ! 	0
Would you allow my client to accompany the police officers to look for the scarf ? 	0
After you figure our projected position . 	0
[PERSON] [ORGANIZATION] . 	0
But hey could you talk to the kid ? 	0
[PERSON] [ORGANIZATION] . 	0
And he wo n't stop with just marketing or even with gibb . 	0
[LOCATION] [ORGANIZATION] ! 	0
[LOCATION] . 	0
Here 's the plan . 	0
Give me your hand [PERSON] ? 	0
[LOCATION] . 	0
Is [PERSON] here ? 	0
[PERSON] I know my people man . 	0
You have less than 15 minutes to call in . 	0
Then you know you 've got a shitty witness . 	0
call me . 	0
Perhaps I could help you be placed somewhere else . 	0
A new AA cruiser going out to join [PERSON] . 	0
Get up sir ... ! 	0
[LOCATION] . 	0
[LOCATION] ! 	0
How was your day ? 	0
I mean I mean I realize that we 've been selling Gobs of dresses 	0
[LOCATION] . 	0
Number four : One or two threads of dark-green cloth prisoners in the bolt of that door . 	0
You speak [LOCATION] ? 	0
[LOCATION] . 	0
Hmm just some stuff . 	0
Is [ORGANIZATION] there ? 	0
Why do you want to know ? 	0
It 's not that easy . 	0
Precious . 	0
What time do you finish ? 	0
The Earthling knows about the [ORGANIZATION] . 	0
I would n't interfere but you have an order to get back to HQ . 	0
